status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info,gmp_category,is_class_1
Terminated,Camarillo,CA,United States,Class II,"{'application_number': ['ANDA075356'], 'brand_name': ['PAROXETINE'], 'generic_name': ['PAROXETINE HYDROCHLORIDE'], 'manufacturer_name': ['Golden State Medical Supply, Inc.'], 'product_ndc': ['60429-734', '60429-735', '60429-736', '60429-737'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['PAROXETINE HYDROCHLORIDE ANHYDROUS'], 'rxcui': ['1738483', '1738495', '1738503', '1738511'], 'spl_id': ['52d4a27a-f543-6e04-e063-6394a90afc87'], 'spl_set_id': ['e63fe922-b35a-406c-8737-f3f5e6d5a30d'], 'package_ndc': ['60429-734-30', '60429-734-90', '60429-734-10', '60429-735-30', '60429-735-90', '60429-735-10', '60429-736-30', '60429-736-90', '60429-736-10', '60429-737-30', '60429-737-90', '60429-737-10'], 'original_packager_product_ndc': ['60505-0097', '60505-0083', '60505-0084', '60505-0101'], 'unii': ['3I3T11UD2S']}",Drugs,93431,Golden State Medical Supply Inc.,5187 Camino Ruiz,,93012-8601,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0128-2024,"PAROXETINE  tablets, USP, 10 mg, Packaged as a) 30-count bottle, NDC 60429-734-30; b) 90-count bottle NDC 60429-734-90; c)1000-count bottle, NDC 60429-734-10; Rx Only, Manufactured by Apotex, Inc., Toronto, Ontario, Canada, M9L 1T9, Packaged by GSMS, Incorporated, Camarillo, CA 93012.",1941 bottles,Failed Impurities/Degradation Specifications-Manufacturer Apotex Inc. recalling lots due to Out of specification results for the excipient Amadori Glucose adduct of Paroxetine,20231110.0,20231130.0,20250321.0,20231206.0,"Lot # a) Lot GS041383, GS042141,  Exp. 08/31/2024; b) Lot GS040841, Lot GS041384, Lot GS042039, Exp. 08/31/2024; c) Lot GS040910, Lot GS041621, Lot GS042237, Exp. 08/31/2024;",,④ 품질규격 미달,0
Terminated,East Windsor,NJ,United States,Class II,"{'application_number': ['ANDA206919'], 'brand_name': ['LEVOFLOXACIN'], 'generic_name': ['LEVOFLOXACIN IN 5% DEXTROSE'], 'manufacturer_name': ['Eugia US LLC'], 'product_ndc': ['55150-243', '55150-244', '55150-245'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['LEVOFLOXACIN'], 'rxcui': ['1665497', '1665507', '1665515'], 'spl_id': ['8cb7f273-fc11-48e7-b2ef-a5290ab7ac4e'], 'spl_set_id': ['7d3f83bf-2db7-4657-9538-406adf321ad5'], 'package_ndc': ['55150-243-46', '55150-244-47', '55150-245-52'], 'is_original_packager': [True], 'upc': ['0355150244478'], 'nui': ['N0000193223', 'M0372253'], 'pharm_class_epc': ['Fluoroquinolone Antibacterial [EPC]'], 'pharm_class_cs': ['Fluoroquinolones [CS]'], 'unii': ['6GNT3Y5LMF']}",Drugs,79772,AuroMedics Pharma LLC,279 Princeton Hightstown Rd,,08520-1401,Voluntary: Firm initiated,Letter,US Nationwide,D-0709-2018,"Levofloxacin in 5% Dextrose Injection, 750 mg Levofloxacin (5 mg/mL) in 150 mL of 5% Dextrose, For Intravenous Infusion, Rx only, Manufactured By: Aurobindo Pharma Limited IDA Pashamylaram - 502307, India, Manufactured for AuroMedics Pharma, LLC, NDC 55150-245-52",308112 bags,Lack of Assurance of Sterility; confirmed customer report of a leaking bags and mold found between the outer bag and the overwrap,20180327.0,20180503.0,20220218.0,20180509.0,"Lot/Batch #'s:    CLF160012, CLF160014 exp July 2018; CLF170007, CLF170008, CLF170009,   CLF170010, CLF170011, CLF170012, CLF170013 exp February 2019; CLF170014, CLF170015, CLF170016 exp March 2019; CLF170017, CLF170018, CLF170019, exp April 2019; CLF170020, CLF170021, CLF170022 exp May 2019; CLF170035, CLF170036, CLF170037, CLF170038 exp August 2019; CLF170048, CLF170049, CLF170050, CLF170051, CLF170052 exp September 2019",,① 무균보증실패,0
Terminated,Colchester,VT,United States,Class II,{},Drugs,89172,"Edge Pharma, LLC",856 Hercules Dr,,05446-8014,Voluntary: Firm initiated,Press Release,nationwide,D-0401-2022,"Edetate Disodium (EDTA), Sterile Ophthalmic Solution, (PF) 3%, 10mL per dropper, Single Dose Droptainer for Topical Ophthalmic Use, Edge Pharma, LLC, 856 Hercules Dr., Colchester, VT, 05446, NDC 05446-1428-10",,Lack of Assurance of Sterility,20211206.0,20220124.0,20230607.0,20220202.0,09-2021-22@1 01/04/2022,,① 무균보증실패,0
Terminated,Miami,FL,United States,Class II,{},Drugs,84864,"Efficient Laboratories, Inc.",7715 NW 64th St,,33166-2719,Voluntary: Firm initiated,Press Release,Distributed Nationwide in the USA,D-0847-2020,"New! Rompe Pecho MAX Multi Symptoms, 8 FL. Oz (237 mL) bottle, Distributed by: Efficient Laboratories, Inc. Miami, FL 33166. UPC 0 00856 00309 5",4080 8 FL Oz bottles,Microbial Contamination of Non-Sterile Products,20200131.0,20200214.0,20201022.0,20200219.0,Lot: 19B42 Exp. February 2022,,① 무균보증실패,0
Terminated,Bridgewater,NJ,United States,Class III,"{'application_number': ['NDA020062'], 'brand_name': ['CARDIZEM CD'], 'generic_name': ['DILTIAZEM HYDROCHLORIDE'], 'manufacturer_name': ['Bausch Health US LLC'], 'product_ndc': ['0187-0795', '0187-0796', '0187-0797', '0187-0798', '0187-0799'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['DILTIAZEM HYDROCHLORIDE'], 'rxcui': ['830795', '830798', '830801', '830803', '830837', '830839', '830845', '830847', '830861', '830863'], 'spl_id': ['bb4d403f-465f-45df-b988-8e656d333f69'], 'spl_set_id': ['1042fa13-e6af-46b9-8008-6c941f0978b1'], 'package_ndc': ['0187-0795-30', '0187-0795-42', '0187-0795-49', '0187-0796-30', '0187-0796-42', '0187-0796-49', '0187-0796-50', '0187-0797-30', '0187-0797-42', '0187-0797-49', '0187-0798-30', '0187-0798-42', '0187-0799-42'], 'is_original_packager': [True], 'upc': ['0301870796421'], 'unii': ['OLH94387TE']}",Drugs,82021,Valeant Pharmaceuticals North America LLC,400 Somerset Corporate Blvd,,08807-2867,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0487-2019,"Cardizem CD (diltiazem HCl) capsules, 120 mg, packaged in a) 30-count bottles (NDC 0187-0795-30); and b) 90-count bottles (NDC 0187-0795-42), Rx Only, Manufactured for: Valeant Pharmaceuticals North America LLC, Bridgewater, NJ 08807 USA; By: Valeant Pharmaceuticals International, Inc., Steinbach, MB R5G 1Z7, Canada.",1023 bottles,Failed Dissolution Specifications: high out of specification results for dissolution when measuring the amount of drug released at certain time points.,20190130.0,20190214.0,20200708.0,20190220.0,"Lots: a) 18J023P, Exp 08/2020; b) 18J021P, Exp 08/2020",,④ 품질규격 미달,0
Terminated,Roseville,CA,United States,Class I,{},Drugs,77055,Organic Herbal Supply,8303 Sierra College Blvd Ste 128,,95661-9420,Voluntary: Firm initiated,Press Release,Nationwide via internet,D-0967-2017,"ZDaily Daily Testosterone and Llibido Booster Herbal Dietary Supplement Capsules, 500 mg, supplied in 2, 4 and 10  count packages, Distributed by Organic Herbal Supply, Roseville, CA --- UPC Code 680474229062",,"Marketed without an Approved NDA/ANDA; FDA analysis found the presence of undeclared tadalafil, sildenafil and/or their analogues and Flibanserin",20170418.0,20170711.0,20180309.0,20170719.0,All lots and package sizes,,⑤ 표시/라벨링 오류,1
Terminated,Dallas,TX,United States,Class II,{},Drugs,80118,Guardian Pharmacy Services,7920 Elmbrook Dr Ste 108,,75247-4933,Voluntary: Firm initiated,Letter,Texas,D-1062-2018,"Methylene Blue 10 mg/mL 1ml. Packaged in 1 mL syringes. Compounded Guardian Pharmacy Services, 7920 Elmbrook Dr. Ste. 108C Dallas TX 75247",95 1-ml syringes,Lack of sterility assurance.,20180517.0,20180808.0,20201125.0,20180815.0,Lots: 59185:42 Use By: 07/30/2018; 58471:42 Use By: 05/27/2018; 58745:42 Use By: 06/10/2018;,,① 무균보증실패,0
Ongoing,Chattanooga,TN,United States,Class II,{},Drugs,96391,Chattem Inc,1715 W 38th St,,37409-1248,Voluntary: Firm initiated,,Nationwide in the USA.,D-0266-2025,"Unisom, SleepMelts, Diphenhydramine HCl tablets, 25 mg, Nighttime Sleep-Aid, 4 x 8 blister packs per carton, Cherry flavor, Manufactured by Adare Pharmaceuticals, Inc., Dist. by Chattem, Inc., P.O. Box 2219, Chattanooga, TN 37409, UPC # 0 41167 0014 0","180,696 cartons",CGMP Deviations: Nitrosamine Drug Substance Related Issue impurity above the daily acceptable intake limit defined by the Food and Drug Administration.,20250304.0,20250310.0,,20250319.0,"Lot#  252807, Exp: 5/31/2025; 252808, Exp: 6/30/2025; 372560, Exp: 11/30/2025; 489576, 493447, Exp: 4/30/2026.",,⑦ 일반 CGMP 결함,0
Terminated,El Paso,TX,United States,Class II,{},Drugs,64583,"CareFusion 213, LLC",1550 Northwestern Drive,,79912-8000,Voluntary: Firm initiated,Letter,"Nationwide, Puerto Rico, Virgin Islands, Malaysia, and United Kingdom",D-226-2013,"SEPP 10% Povidone Iodine Solution USP (1% available Iodine, Surfactant & USP Purified Water), packaged in a) 200-count applicators (Net 0.67 mL each) per carton, CareFusion, Leawood, KS  66211, Cat. No 260286, NDC 54365-145-01; and b) 3000-count applicators per case, Cat. No 260681, CareFusion, Leawood, KS  66211.","8,960,000 applicators",Labeling: Not Elsewhere Classified: This product is misbranded because the product is not sterile and the labeling is misleading in relation to sterility claims.,20130304.0,20130328.0,20140512.0,20130403.0,a) All lots with expiry between 09/12 to 10/15 and b) All lots with expiry between 10/11 to 07/14.,,① 무균보증실패,0
Terminated,Northbrook,IL,United States,Class II,{},Drugs,69246,Astellas Pharma US Inc,1 Astellas Way,,60062-6111,Voluntary: Firm initiated,Letter,Nationwide,D-0008-2015,"Tarceva (erlotinib) Tablets, 150 mg, 30 count bottle,  Rx only, Manufactured by: Kremers Urban Pharmaceuticals Inc. Seymour, IN 47274 NDC 50242-064-01","9,236 bottles",Failed Dissolution Specifications: The product did not meet the acceptance criteria for the dissolution test during the 24 month routine stability testing.,20140915.0,20141007.0,20150519.0,20141015.0,"Lot 66482CW, Exp 04/16",,④ 품질규격 미달,0
Terminated,Las Vegas,NV,United States,Class II,{},Drugs,73537,"Meditech Laboratories, Inc",3200 Polaris Ave Ste 27,,89102-8379,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,D-0807-2016,"Formula 0 (PGE 20 mcg/mL) Injection, 5 mL vials, Rx only, Meditech Laboratories, Inc., 3200 Polaris Ave., Suite 27, Las Vegas, NV  89102.",1320 vials - all formulas,Lack of Assurance of Sterility: incomplete or missing data regarding production.,20160314.0,20160401.0,20160607.0,20160413.0,"Lot#: 020716-0, Exp 05/07/16",,① 무균보증실패,0
Terminated,Phoenix,AZ,United States,Class II,{},Drugs,82102,"Avella of Deer Valley, Inc. Store 38",24416 N 19th Ave,,85085-1887,Voluntary: Firm initiated,Letter,"Distribution to 13 states: Alabama, Arizona, California, Colorado, Florida, Idaho, Michigan, Minnesota, North Carolina, New Jersey, Oregon, Pennsylvania, Texas.",D-1000-2019,"MAGnesium 2 gm sulfate, added to NS 50 mL, Sterile single use bag, 54 mL, Compounded by Avella Specialty Pharmacy 24416 N 19 th Avenue, Phoenix, AZ 85085 (877) 794-0404, NDC 42852-907-05.","8,500 54 mL bags","Labeling: Incorrect or Missing Lot and/or Exp Date:The product labels contain a Two-Dimensional ( 2D ) barcode that, when scanned, reveals information specific to the batch of the labeled product, including Expiration Date.  The expiration date included within these 2D barcodes is incorrect and does not match the correct expiration date listed on the face of the label itself.",20190208.0,20190312.0,20200225.0,20190220.0,"138-20181909@53, BUD 12/18/2018; 138-20182009@10, 138-20182009@2, 138-20182009@3, 138-20182009@4,  138-20182009@5, 138-20182009@6,  138-20182009@7, 138-20182009@8, 138-20182009@9, BUD 12/19/2018; 138-20182109@35, BUD 12/20/2018; 138-20180410@54, BUD 1/2/2019; 138-20180510@107, 138-20180510@108, 138-20180510@92, BUD 1/3/2019; 138-20182210@97, BUD 1/20/2019; 138-20181212@103, BUD 3/12/2019.",,⑤ 표시/라벨링 오류,0
Terminated,Pennington,NJ,United States,Class II,"{'application_number': ['ANDA215234'], 'brand_name': ['FULVESTRANT'], 'generic_name': ['FULVESTRANT'], 'manufacturer_name': ['Zydus Pharmaceuticals USA Inc.'], 'product_ndc': ['70710-1688'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAMUSCULAR'], 'substance_name': ['FULVESTRANT'], 'rxcui': ['727762'], 'spl_id': ['b2f2e6fc-229a-46a6-ad64-02e665f8e942'], 'spl_set_id': ['994edf79-20a5-4e3a-bb35-c4fe3e65acba'], 'package_ndc': ['70710-1688-2', '70710-1688-8'], 'is_original_packager': [True], 'nui': ['N0000175582', 'N0000000145', 'N0000000168'], 'pharm_class_epc': ['Estrogen Receptor Antagonist [EPC]'], 'pharm_class_moa': ['Estrogen Receptor Antagonists [MoA]', 'Selective Estrogen Receptor Modulators [MoA]'], 'unii': ['22X328QOC4']}",Drugs,90618,Zydus Pharmaceuticals (USA) Inc,73 Route 31 N,,08534-3601,Voluntary: Firm initiated,Letter,Nationwide.,D-1351-2022,"Fulvestrant Injection 250mg/5mL (50 mg/mL), Contains 2 Single-Dose Prefilled Syringes, Rx Only, Product of India, Manufactured by: Cadila Healthcare Limited, Ahmadabad, India, Distributed by: Zydus Pharmaceuticals (USA ) Inc.m Pennington, NJ 08534, NDC 70710-1688-8.",1116 boxes,Failed Impurities/Degradation Specifications,20220715.0,20220817.0,20240618.0,20220824.0,Lot # B200076; Exp 31 JAN 2024,,④ 품질규격 미달,0
Terminated,Dawsonville,GA,United States,Class II,{},Drugs,91921,Direct Rx,94 Worldwide Dr,,30534-6828,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0480-2023,"Glimepiride, USP, 1 mg Tablets, Rx Only, Packaged as a a) 30-count bottle, NDC 61919-0723-30; b) 90-count bottle, NDC 61919-0723-90 Packaged and Distributed By: Direct Rx, Dawsonville, GA 30534",30 count: 4 bottles; 90 count: 172 bottles,cGMP deviations,20230313.0,20230324.0,20240617.0,20230405.0,"a) [30 count bottles] Lot, expiry:  07MA2208, exp 5/31/2024   b) [90 count bottles] Lot, expiry: 09AU2128 , exp 1/31/2024;  28JY2102  , exp 1/31/2024;  06AU2103 , exp 1/31/2024 ;  03JA2210  , exp 1/31/2024 ;  14JY2114  , exp 1/31/2024 ;  05NO2106 , exp 2/29/2024 ;  13OC2118 , exp 2/29/2024 ;  08DE2121 , exp 2/29/2024 ;",,⑦ 일반 CGMP 결함,0
Terminated,Sellersville,PA,United States,Class II,{},Drugs,66872,"Teva Pharmaceuticals USA, Inc.",650 Cathill Rd,,18960-1512,Voluntary: Firm initiated,Letter,Nationwide,D-1061-2014,"Valacyclovir Hydrochloride Tablets, 1 g, 30 count bottle, Rx only manufactured in Israel by Teva Pharmaceuticals Ind., LTD, Jerusalem, Israel, Manufactured for Teva Pharmaceuticals USA, Sellersville, PA.   NDC #0093-7259-56","7,020 bottles",Presence of Foreign Tablets/Capsules: Potential of Pravastatin tablet fragments in bottles of Valacyclovir 1 gm Tablets.,20131108.0,20140204.0,20140827.0,20140212.0,Lot W22042,,⑧ 이물혼입/물리적결함,0
Terminated,Spokane,WA,United States,Class II,{},Drugs,83253,First Pharma Associates LLC dba Riverpoint Pharmacy,1802 N Monroe St,,99205-4528,Voluntary: Firm initiated,Telephone,"ID, WA only",D-1479-2019,"PAP/PHEN/PGE1 22 mg/0.8mg/8mcg/mL Injection, 5mL vial, Rx only, First Pharma Associates dba Riverpoint Pharmacy, Spokane, WA 99205, (509) 343-6252",5 mL,Lack of Assurance of Sterility.,20190626.0,20190711.0,20230606.0,20190717.0,"Lot #: 06112019@32, Exp. 07/27/2019",,① 무균보증실패,0
Terminated,Arutla,,India,Class II,{},Drugs,81442,Aurobindo Pharma Limited (Unit I),385 386 Bulk Active Plant,Unit I; Survey 379,,Voluntary: Firm initiated,Letter,Product was distributed to one customer in NY.,D-0127-2019,Irbesartan Bulk Active Pharmaceutical Ingredient.,1724.8 kgs.,"CGMP Deviation: Presence of NDEA (N-Nitrosodimethylamine), a carcinogen impurity, detected in the active ingredient.",20181024.0,20181031.0,20200327.0,20181107.0,"Manufacturing batch numbers:  1601100782, dispatch batch number 1601101589, exp. date 12/01/2018  1601100783, dispatch batch number 1601101590, exp. date 12/01/2018  1701111861, dispatch batch number 1701113404, exp. date 09/01/2020  1701112170, dispatch batch number 1701113405, exp. date 09/01/2020  1701112501, dispatch batch number 1701113406, exp. date 09/01/2020  1701112056, dispatch batch number 1701113407, exp. date 09/01/2020  1701112558, dispatch batch number 1701114283, exp. date 10/01/2020  1701112559, dispatch batch number 1701114285, exp. date 10/01/2020  1701112589, dispatch batch number 1701114286, exp. date 10/01/2020  1701113300, dispatch batch number 1701114289, exp. date 10/01/2020  1701113301, dispatch batch number 1701114291, exp. date 10/01/2020  1701113302, dispatch batch number 1701114708, exp. date 10/01/2020  1701113312, dispatch batch number 1701114709, exp. date 10/01/2020  1701115460, dispatch batch number 1701117039, exp. date 11/01/2020  1701115974, dispatch batch number 1701117040, exp. date 11/01/2020  1701115460, dispatch batch number 1701117041, exp. date 11/01/2020  1701115738, dispatch batch number 1701117042, exp. date 11/01/2020  1701115739, dispatch batch number 1701117043, exp. date 11/01/2020  1701115740, dispatch batch number 1701117044, exp. date 11/01/2020  1701115741, dispatch batch number 1701117045, exp. date 11/01/2020  1701115742, dispatch batch number 1701117046, exp. date 11/01/2020",,⑦ 일반 CGMP 결함,0
Terminated,Fayetteville,AR,United States,Class II,{},Drugs,91229,OurPharma LLC,2512 S City Lake Rd,,72701-5013,Voluntary: Firm initiated,Letter,MO,D-0078-2023,"FentaNYL Citrate 2.5 mg/50 mL (50mcg/ml) Injection Solution, Preservative Free, Single Use 50 ml Cassette, Rx Only, Repackaged by OurPharma, LLC. 2512 S. City Lake Rd. Fayetteville, AR 72701, 1-833-290-2654, NDC 73013-001-01",691 cassettes,Underfilled units.,20221129.0,20221209.0,20240920.0,20221221.0,Lots: 100122060007 Exp. 12/17/2022; 100122060008 Exp. 12/18/2022; 100122070002 Exp. 01/09/2023.,,기타,0
Terminated,Vancouver,WA,United States,Class II,{},Drugs,65707,"Aidapak Services, LLC",14301 Se 1st St,,98684-3501,Voluntary: Firm initiated,Telephone,"Repacked drugs were distributed in Arizona, California, Oregon, and Washington.",D-514-2014,"PROPRANOLOL HCL, Tablet, 10 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 16714002104",100 Tablets,"Labeling: Label Mixup; PROPRANOLOL HCL, Tablet, 10 mg may be potentially mislabeled as    PIOGLITAZONE HCL, Tablet, 15 mg, NDC 00093204856, Pedigree: AD52778_70, EXP: 5/21/2014.",20130702.0,20140116.0,20140207.0,20140122.0,"PROPRANOLOL HCL, Tablet, 10 mg has the following code    Pedigree: AD52778_73, EXP: 5/21/2014.",,⑤ 표시/라벨링 오류,0
Terminated,El Paso,TX,United States,Class I,{},Drugs,87592,"CareFusion 213, LLC",1550 Northwestern Dr,,79912-8000,Voluntary: Firm initiated,Press Release,"Distributed Nationwide in the USA and to Singapore, Chile, Oman, Columbia, United Arab Emirates, South Africa, Kuwait, Democratic Republic of the Congo, Qatar, Bahrain, Hong Kong, Brazil.",D-0345-2021,"ChloraPrep One-Step 2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol (IPA) Non-Sterile Solution -Clear, 0.10 fl. oz. (3ml) each, 25 applicators per carton, applicator is sterile if package is intact. CareFusion El Paso, TX 79912, NDC 054365-400-01 Cat. No. 260400","11,115,774 cartons","Microbial Contamination of Non-Sterile Product.Product is being recalled because at labeled storage conditions of 30*C/75% Relative Humidity, growth of Aspergillus penicillioides, a type of fungus, resulted in a breach of the package integrity.",20210319.0,20210426.0,20220929.0,20210505.0,"Lot and Exp Date:  0008777, 12/31/2022;  0016325, 12/31/2022;  0021072, 1/31/2023;  0027041, 1/31/2023;  0030959, 1/31/2023;  0031090, 1/31/2023;  0044735, 1/31/2023;  0048062, 2/28/2023;  0052110, 2/28/2023;  0056365, 2/28/2023;  0086148, 2/28/2023;  0104864, 3/31/2023;  0192894, 6/30/2023;  8081571, 3/31/2021;  8086851, 3/31/2021;  8087784, 3/31/2021;  8095620, 3/31/2021;  8106737, 4/30/2021;  8107819, 4/30/2021;  8124917, 4/30/2021;  8130509, 4/30/2021;  8131816, 4/30/2021;  8135646, 5/31/2021;  8141808, 5/31/2021;  8149992, 5/31/2021;  8155991, 5/31/2021;  8162912, 5/31/2021;  8163900, 5/31/2021;  8165721, 6/30/2021;  8176743, 6/30/2021;  8187644, 6/30/2021;  8194993, 6/30/2021;  8199884, 7/31/2021;  8201565, 7/31/2021;  8205560, 7/31/2021;  8206895, 7/31/2021;  8207995, 7/31/2021;  8221939, 7/31/2021;  8228634, 8/31/2021;  8235981, 8/31/2021;  8247508, 8/31/2021;  8264554, 9/30/2021;  8289654, 9/30/2021;  8299615, 10/31/2021;  8304783, 10/31/2021;  8311788, 10/31/2021;  8316776, 10/31/2021;  8332585, 11/30/2021;  8333924, 11/30/2021;  8337646, 11/30/2021;  8337647, 11/30/2021;  8338794, 11/30/2021;  8340914, 11/30/2021;  8352585, 12/31/2021;  8354835, 12/31/2021;  9007921, 12/31/2021;  9015917, 12/31/2021;  9015920, 12/31/2021;  9030934, 1/31/2022;  9043625, 1/31/2022;  9045819, 1/31/2022;  9046572, 2/28/2022;  9052554, 2/28/2022;  9059817, 2/28/2022;  9060734, 2/28/2022;  9071761, 2/28/2022;  9080812, 3/31/2022;  9087980, 3/31/2022;  9087982, 3/31/2022;  9088850, 3/31/2022;  9092575, 3/31/2022;  9100768, 3/31/2022;  9101529, 3/31/2022;  9105675, 3/31/2022;  9113528, 4/30/2022;  9123753, 4/30/2022;  9130718, 4/30/2022;  9133928, 4/30/2022;  9135816, 5/31/2022;  9149671, 5/31/2022;  9150905, 5/31/2022;  9154935, 5/31/2022;  9156866, 5/31/2022;  9165856, 5/31/2022;  9189224, 6/30/2022;  9194257, 6/30/2022;  9196196, 6/30/2022;  9198900, 6/30/2022;  9199815, 6/30/2022;  9200420, 6/30/2022;  9205441, 7/31/2022;  9206555, 7/31/2022;  9233323, 8/31/2022;  9233645, 8/31/2022;  9236531, 8/31/2022;  9238871, 8/31/2022;  9241929, 8/31/2022;  9242192, 8/31/2022;  9246940, 8/31/2022;  9246944, 8/31/2022;  9249460, 8/31/2022;  9251683, 8/31/2022;  9253785, 8/31/2022;  9254193, 8/31/2022;  9255899, 8/31/2022;  9257889, 8/31/2022;  9261886, 9/30/2022;  9266348, 9/30/2022;  9270894, 9/30/2022;  9278673, 9/30/2022;  9280666, 9/30/2022;  9284872, 9/30/2022;  9289666, 9/30/2022;  9291336, 10/31/2022;  9293445, 10/31/2022;  9295140, 10/31/2022;  9297772, 10/31/2022;  9304891, 10/31/2022;  9305777, 10/31/2022;  9311057, 10/31/2022;  9316346, 11/30/2022;  9325127, 11/30/2022;  9326162, 11/30/2022;  9331792, 11/30/2022;  9344775, 11/30/2022;  9345956, 11/30/2022;  9345958, 11/30/2022;  9350617, 12/31/2022;  9352330, 12/31/2022;",,① 무균보증실패,1
